company_id,company_name,dimension,dimension_gap,initiative_id,initiative_name,impact,effort,duration_months,phase,priority_score,description
ENT-040,企业BO,治理与伦理,1.5,I10,AI风险评估体系,3,3,3,优化期,1.5,建立AI模型风险的识别、评估和缓解机制
ENT-019,企业AT,技术能力,1.5,I05,部署MLOps平台,4,4,6,建设期,1.5,实现模型开发、部署、监控的全流程自动化
ENT-024,企业AY,技术能力,1.5,I05,部署MLOps平台,4,4,6,建设期,1.5,实现模型开发、部署、监控的全流程自动化
ENT-040,企业BO,数据基础,1.47,I14,数据开放与共享机制,3,3,4,建设期,1.47,建立内部数据共享目录和API标准
ENT-048,企业BW,治理与伦理,1.47,I10,AI风险评估体系,3,3,3,优化期,1.47,建立AI模型风险的识别、评估和缓解机制
ENT-030,企业BE,技术能力,1.47,I05,部署MLOps平台,4,4,6,建设期,1.47,实现模型开发、部署、监控的全流程自动化
ENT-005,企业AF,技术能力,1.47,I05,部署MLOps平台,4,4,6,建设期,1.47,实现模型开发、部署、监控的全流程自动化
ENT-000,企业AA,治理与伦理,1.1,I09,建立AI治理框架,4,3,4,建设期,1.47,制定AI使用规范、审核流程和责任机制
ENT-041,企业BP,人才与组织,1.1,I07,AI人才引进计划,4,3,4,基础期,1.47,招募数据科学家、ML工程师等核心人才
ENT-043,企业BR,数据基础,1.47,I14,数据开放与共享机制,3,3,4,建设期,1.47,建立内部数据共享目录和API标准
ENT-021,企业AV,治理与伦理,1.46,I10,AI风险评估体系,3,3,3,优化期,1.46,建立AI模型风险的识别、评估和缓解机制
ENT-041,企业BP,战略与愿景,0.87,I02,成立AI卓越中心(CoE),5,3,4,基础期,1.45,建立跨职能AI团队，统筹全公司AI推进
ENT-025,企业AZ,数据基础,1.43,I14,数据开放与共享机制,3,3,4,建设期,1.43,建立内部数据共享目录和API标准
ENT-035,企业BJ,人才与组织,1.07,I07,AI人才引进计划,4,3,4,基础期,1.43,招募数据科学家、ML工程师等核心人才
ENT-030,企业BE,人才与组织,1.07,I07,AI人才引进计划,4,3,4,基础期,1.43,招募数据科学家、ML工程师等核心人才
ENT-039,企业BN,数据基础,1.14,I03,数据质量治理项目,5,4,6,基础期,1.42,建立数据质量标准和清洗流程
ENT-022,企业AW,技术能力,1.4,I05,部署MLOps平台,4,4,6,建设期,1.4,实现模型开发、部署、监控的全流程自动化
ENT-021,企业AV,数据基础,1.4,I14,数据开放与共享机制,3,3,4,建设期,1.4,建立内部数据共享目录和API标准
ENT-022,企业AW,治理与伦理,1.4,I10,AI风险评估体系,3,3,3,优化期,1.4,建立AI模型风险的识别、评估和缓解机制
ENT-017,企业AR,技术能力,1.4,I05,部署MLOps平台,4,4,6,建设期,1.4,实现模型开发、部署、监控的全流程自动化
ENT-034,企业BI,数据基础,1.1,I03,数据质量治理项目,5,4,6,基础期,1.38,建立数据质量标准和清洗流程
ENT-043,企业BR,治理与伦理,1.37,I10,AI风险评估体系,3,3,3,优化期,1.37,建立AI模型风险的识别、评估和缓解机制
ENT-032,企业BG,技术能力,1.37,I05,部署MLOps平台,4,4,6,建设期,1.37,实现模型开发、部署、监控的全流程自动化
ENT-046,企业BU,数据基础,1.37,I14,数据开放与共享机制,3,3,4,建设期,1.37,建立内部数据共享目录和API标准
ENT-004,企业AE,技术能力,1.34,I05,部署MLOps平台,4,4,6,建设期,1.34,实现模型开发、部署、监控的全流程自动化
ENT-030,企业BE,数据基础,1.34,I14,数据开放与共享机制,3,3,4,建设期,1.34,建立内部数据共享目录和API标准
ENT-018,企业AS,技术能力,1.34,I05,部署MLOps平台,4,4,6,建设期,1.34,实现模型开发、部署、监控的全流程自动化
ENT-028,企业BC,数据基础,1.34,I14,数据开放与共享机制,3,3,4,建设期,1.34,建立内部数据共享目录和API标准
ENT-044,企业BS,技术能力,1.33,I05,部署MLOps平台,4,4,6,建设期,1.33,实现模型开发、部署、监控的全流程自动化
ENT-016,企业AQ,数据基础,1.33,I14,数据开放与共享机制,3,3,4,建设期,1.33,建立内部数据共享目录和API标准
ENT-026,企业BA,技术能力,1.33,I05,部署MLOps平台,4,4,6,建设期,1.33,实现模型开发、部署、监控的全流程自动化
ENT-009,企业AJ,治理与伦理,0.87,I15,AI伦理审查委员会,3,2,3,优化期,1.3,组建跨部门伦理审查团队，定期审核AI应用
ENT-020,企业AU,数据基础,1.63,I04,搭建数据中台,4,5,9,建设期,1.3,统一数据资产管理，打破数据孤岛
ENT-001,企业AB,数据基础,1.3,I14,数据开放与共享机制,3,3,4,建设期,1.3,建立内部数据共享目录和API标准
ENT-036,企业BK,技术能力,1.3,I05,部署MLOps平台,4,4,6,建设期,1.3,实现模型开发、部署、监控的全流程自动化
ENT-045,企业BT,技术能力,1.3,I05,部署MLOps平台,4,4,6,建设期,1.3,实现模型开发、部署、监控的全流程自动化
ENT-032,企业BG,治理与伦理,1.3,I10,AI风险评估体系,3,3,3,优化期,1.3,建立AI模型风险的识别、评估和缓解机制
ENT-034,企业BI,治理与伦理,1.3,I10,AI风险评估体系,3,3,3,优化期,1.3,建立AI模型风险的识别、评估和缓解机制
ENT-042,企业BQ,技术能力,1.3,I05,部署MLOps平台,4,4,6,建设期,1.3,实现模型开发、部署、监控的全流程自动化
ENT-040,企业BO,技术能力,1.3,I05,部署MLOps平台,4,4,6,建设期,1.3,实现模型开发、部署、监控的全流程自动化
ENT-010,企业AK,数据基础,1.63,I04,搭建数据中台,4,5,9,建设期,1.3,统一数据资产管理，打破数据孤岛
ENT-045,企业BT,数据基础,1.3,I14,数据开放与共享机制,3,3,4,建设期,1.3,建立内部数据共享目录和API标准
ENT-031,企业BF,文化与创新,0.97,I12,AI创新孵化器,4,3,5,优化期,1.29,设立内部创新基金和快速实验机制
ENT-027,企业BB,数据基础,1.27,I14,数据开放与共享机制,3,3,4,建设期,1.27,建立内部数据共享目录和API标准
ENT-044,企业BS,治理与伦理,1.27,I10,AI风险评估体系,3,3,3,优化期,1.27,建立AI模型风险的识别、评估和缓解机制
ENT-035,企业BJ,治理与伦理,1.27,I10,AI风险评估体系,3,3,3,优化期,1.27,建立AI模型风险的识别、评估和缓解机制
ENT-038,企业BM,技术能力,1.27,I05,部署MLOps平台,4,4,6,建设期,1.27,实现模型开发、部署、监控的全流程自动化
ENT-002,企业AC,数据基础,1.27,I14,数据开放与共享机制,3,3,4,建设期,1.27,建立内部数据共享目录和API标准
ENT-027,企业BB,技术能力,1.27,I05,部署MLOps平台,4,4,6,建设期,1.27,实现模型开发、部署、监控的全流程自动化
ENT-007,企业AH,治理与伦理,1.27,I10,AI风险评估体系,3,3,3,优化期,1.27,建立AI模型风险的识别、评估和缓解机制
ENT-008,企业AI,数据基础,1.27,I14,数据开放与共享机制,3,3,4,建设期,1.27,建立内部数据共享目录和API标准
ENT-001,企业AB,技术能力,1.27,I05,部署MLOps平台,4,4,6,建设期,1.27,实现模型开发、部署、监控的全流程自动化
ENT-026,企业BA,数据基础,1.57,I04,搭建数据中台,4,5,9,建设期,1.26,统一数据资产管理，打破数据孤岛
ENT-001,企业AB,治理与伦理,1.24,I10,AI风险评估体系,3,3,3,优化期,1.24,建立AI模型风险的识别、评估和缓解机制
ENT-017,企业AR,数据基础,1.24,I14,数据开放与共享机制,3,3,4,建设期,1.24,建立内部数据共享目录和API标准
ENT-035,企业BJ,技术能力,1.24,I05,部署MLOps平台,4,4,6,建设期,1.24,实现模型开发、部署、监控的全流程自动化
ENT-016,企业AQ,技术能力,1.23,I05,部署MLOps平台,4,4,6,建设期,1.23,实现模型开发、部署、监控的全流程自动化
ENT-033,企业BH,数据基础,1.53,I04,搭建数据中台,4,5,9,建设期,1.22,统一数据资产管理，打破数据孤岛
ENT-005,企业AF,数据基础,1.53,I04,搭建数据中台,4,5,9,建设期,1.22,统一数据资产管理，打破数据孤岛
ENT-036,企业BK,文化与创新,1.6,I11,数据驱动文化变革,3,4,8,建设期,1.2,推动决策从经验驱动转向数据驱动
ENT-002,企业AC,治理与伦理,0.8,I15,AI伦理审查委员会,3,2,3,优化期,1.2,组建跨部门伦理审查团队，定期审核AI应用
ENT-018,企业AS,治理与伦理,1.2,I10,AI风险评估体系,3,3,3,优化期,1.2,建立AI模型风险的识别、评估和缓解机制
ENT-008,企业AI,治理与伦理,1.2,I10,AI风险评估体系,3,3,3,优化期,1.2,建立AI模型风险的识别、评估和缓解机制
ENT-040,企业BO,数据基础,1.47,I04,搭建数据中台,4,5,9,建设期,1.18,统一数据资产管理，打破数据孤岛
ENT-043,企业BR,数据基础,1.47,I04,搭建数据中台,4,5,9,建设期,1.18,统一数据资产管理，打破数据孤岛
ENT-045,企业BT,治理与伦理,1.17,I10,AI风险评估体系,3,3,3,优化期,1.17,建立AI模型风险的识别、评估和缓解机制
ENT-009,企业AJ,治理与伦理,0.87,I09,建立AI治理框架,4,3,4,建设期,1.16,制定AI使用规范、审核流程和责任机制
ENT-039,企业BN,数据基础,1.14,I14,数据开放与共享机制,3,3,4,建设期,1.14,建立内部数据共享目录和API标准
ENT-025,企业AZ,数据基础,1.43,I04,搭建数据中台,4,5,9,建设期,1.14,统一数据资产管理，打破数据孤岛
ENT-000,企业AA,技术能力,1.13,I05,部署MLOps平台,4,4,6,建设期,1.13,实现模型开发、部署、监控的全流程自动化
ENT-003,企业AD,技术能力,1.13,I05,部署MLOps平台,4,4,6,建设期,1.13,实现模型开发、部署、监控的全流程自动化
ENT-021,企业AV,数据基础,1.4,I04,搭建数据中台,4,5,9,建设期,1.12,统一数据资产管理，打破数据孤岛
ENT-047,企业BV,文化与创新,1.46,I11,数据驱动文化变革,3,4,8,建设期,1.1,推动决策从经验驱动转向数据驱动
ENT-046,企业BU,文化与创新,1.47,I11,数据驱动文化变革,3,4,8,建设期,1.1,推动决策从经验驱动转向数据驱动
ENT-039,企业BN,技术能力,1.1,I05,部署MLOps平台,4,4,6,建设期,1.1,实现模型开发、部署、监控的全流程自动化
ENT-034,企业BI,技术能力,1.1,I05,部署MLOps平台,4,4,6,建设期,1.1,实现模型开发、部署、监控的全流程自动化
ENT-041,企业BP,技术能力,1.1,I05,部署MLOps平台,4,4,6,建设期,1.1,实现模型开发、部署、监控的全流程自动化
ENT-046,企业BU,数据基础,1.37,I04,搭建数据中台,4,5,9,建设期,1.1,统一数据资产管理，打破数据孤岛
ENT-031,企业BF,治理与伦理,0.73,I15,AI伦理审查委员会,3,2,3,优化期,1.1,组建跨部门伦理审查团队，定期审核AI应用
ENT-022,企业AW,文化与创新,1.47,I11,数据驱动文化变革,3,4,8,建设期,1.1,推动决策从经验驱动转向数据驱动
ENT-000,企业AA,治理与伦理,1.1,I10,AI风险评估体系,3,3,3,优化期,1.1,建立AI模型风险的识别、评估和缓解机制
ENT-034,企业BI,数据基础,1.1,I14,数据开放与共享机制,3,3,4,建设期,1.1,建立内部数据共享目录和API标准
ENT-011,企业AL,技术能力,1.8,I06,云基础设施升级,3,5,8,基础期,1.08,提供AI所需的弹性计算和存储能力
ENT-014,企业AO,技术能力,1.07,I05,部署MLOps平台,4,4,6,建设期,1.07,实现模型开发、部署、监控的全流程自动化
ENT-025,企业AZ,文化与创新,1.43,I11,数据驱动文化变革,3,4,8,建设期,1.07,推动决策从经验驱动转向数据驱动
ENT-028,企业BC,数据基础,1.34,I04,搭建数据中台,4,5,9,建设期,1.07,统一数据资产管理，打破数据孤岛
ENT-002,企业AC,治理与伦理,0.8,I09,建立AI治理框架,4,3,4,建设期,1.07,制定AI使用规范、审核流程和责任机制
ENT-030,企业BE,数据基础,1.34,I04,搭建数据中台,4,5,9,建设期,1.07,统一数据资产管理，打破数据孤岛
ENT-048,企业BW,文化与创新,1.43,I11,数据驱动文化变革,3,4,8,建设期,1.07,推动决策从经验驱动转向数据驱动
ENT-016,企业AQ,数据基础,1.33,I04,搭建数据中台,4,5,9,建设期,1.06,统一数据资产管理，打破数据孤岛
ENT-038,企业BM,文化与创新,1.4,I11,数据驱动文化变革,3,4,8,建设期,1.05,推动决策从经验驱动转向数据驱动
ENT-039,企业BN,文化与创新,1.4,I11,数据驱动文化变革,3,4,8,建设期,1.05,推动决策从经验驱动转向数据驱动
ENT-007,企业AH,文化与创新,1.4,I11,数据驱动文化变革,3,4,8,建设期,1.05,推动决策从经验驱动转向数据驱动
ENT-045,企业BT,数据基础,1.3,I04,搭建数据中台,4,5,9,建设期,1.04,统一数据资产管理，打破数据孤岛
ENT-001,企业AB,数据基础,1.3,I04,搭建数据中台,4,5,9,建设期,1.04,统一数据资产管理，打破数据孤岛
ENT-023,企业AX,技术能力,1.04,I05,部署MLOps平台,4,4,6,建设期,1.04,实现模型开发、部署、监控的全流程自动化
ENT-002,企业AC,数据基础,1.27,I04,搭建数据中台,4,5,9,建设期,1.02,统一数据资产管理，打破数据孤岛
ENT-008,企业AI,数据基础,1.27,I04,搭建数据中台,4,5,9,建设期,1.02,统一数据资产管理，打破数据孤岛
ENT-027,企业BB,数据基础,1.27,I04,搭建数据中台,4,5,9,建设期,1.02,统一数据资产管理，打破数据孤岛
ENT-017,企业AR,数据基础,1.24,I04,搭建数据中台,4,5,9,建设期,0.99,统一数据资产管理，打破数据孤岛
ENT-006,企业AG,文化与创新,1.3,I11,数据驱动文化变革,3,4,8,建设期,0.98,推动决策从经验驱动转向数据驱动
ENT-031,企业BF,治理与伦理,0.73,I09,建立AI治理框架,4,3,4,建设期,0.97,制定AI使用规范、审核流程和责任机制
ENT-021,企业AV,技术能力,1.6,I06,云基础设施升级,3,5,8,基础期,0.96,提供AI所需的弹性计算和存储能力
ENT-037,企业BL,技术能力,1.6,I06,云基础设施升级,3,5,8,基础期,0.96,提供AI所需的弹性计算和存储能力
ENT-011,企业AL,文化与创新,1.27,I11,数据驱动文化变革,3,4,8,建设期,0.95,推动决策从经验驱动转向数据驱动
ENT-044,企业BS,文化与创新,1.27,I11,数据驱动文化变革,3,4,8,建设期,0.95,推动决策从经验驱动转向数据驱动
ENT-023,企业AX,文化与创新,1.27,I11,数据驱动文化变革,3,4,8,建设期,0.95,推动决策从经验驱动转向数据驱动
ENT-010,企业AK,技术能力,1.57,I06,云基础设施升级,3,5,8,基础期,0.94,提供AI所需的弹性计算和存储能力
ENT-028,企业BC,技术能力,1.57,I06,云基础设施升级,3,5,8,基础期,0.94,提供AI所需的弹性计算和存储能力
ENT-002,企业AC,文化与创新,0.7,I12,AI创新孵化器,4,3,5,优化期,0.93,设立内部创新基金和快速实验机制
ENT-012,企业AM,文化与创新,1.24,I11,数据驱动文化变革,3,4,8,建设期,0.93,推动决策从经验驱动转向数据驱动
ENT-007,企业AH,技术能力,1.53,I06,云基础设施升级,3,5,8,基础期,0.92,提供AI所需的弹性计算和存储能力
ENT-039,企业BN,数据基础,1.14,I04,搭建数据中台,4,5,9,建设期,0.91,统一数据资产管理，打破数据孤岛
ENT-024,企业AY,技术能力,1.5,I06,云基础设施升级,3,5,8,基础期,0.9,提供AI所需的弹性计算和存储能力
ENT-000,企业AA,文化与创新,1.2,I11,数据驱动文化变革,3,4,8,建设期,0.9,推动决策从经验驱动转向数据驱动
ENT-026,企业BA,文化与创新,1.2,I11,数据驱动文化变革,3,4,8,建设期,0.9,推动决策从经验驱动转向数据驱动
ENT-019,企业AT,技术能力,1.5,I06,云基础设施升级,3,5,8,基础期,0.9,提供AI所需的弹性计算和存储能力
ENT-029,企业BD,文化与创新,1.2,I11,数据驱动文化变革,3,4,8,建设期,0.9,推动决策从经验驱动转向数据驱动
ENT-005,企业AF,技术能力,1.47,I06,云基础设施升级,3,5,8,基础期,0.88,提供AI所需的弹性计算和存储能力
ENT-034,企业BI,数据基础,1.1,I04,搭建数据中台,4,5,9,建设期,0.88,统一数据资产管理，打破数据孤岛
ENT-032,企业BG,文化与创新,1.17,I11,数据驱动文化变革,3,4,8,建设期,0.88,推动决策从经验驱动转向数据驱动
ENT-042,企业BQ,文化与创新,1.17,I11,数据驱动文化变革,3,4,8,建设期,0.88,推动决策从经验驱动转向数据驱动
ENT-030,企业BE,技术能力,1.47,I06,云基础设施升级,3,5,8,基础期,0.88,提供AI所需的弹性计算和存储能力
ENT-004,企业AE,文化与创新,1.17,I11,数据驱动文化变革,3,4,8,建设期,0.88,推动决策从经验驱动转向数据驱动
ENT-009,企业AJ,治理与伦理,0.87,I10,AI风险评估体系,3,3,3,优化期,0.87,建立AI模型风险的识别、评估和缓解机制
ENT-031,企业BF,技术能力,0.86,I05,部署MLOps平台,4,4,6,建设期,0.86,实现模型开发、部署、监控的全流程自动化
ENT-014,企业AO,文化与创新,1.13,I11,数据驱动文化变革,3,4,8,建设期,0.85,推动决策从经验驱动转向数据驱动
ENT-017,企业AR,技术能力,1.4,I06,云基础设施升级,3,5,8,基础期,0.84,提供AI所需的弹性计算和存储能力
ENT-022,企业AW,技术能力,1.4,I06,云基础设施升级,3,5,8,基础期,0.84,提供AI所需的弹性计算和存储能力
ENT-032,企业BG,技术能力,1.37,I06,云基础设施升级,3,5,8,基础期,0.82,提供AI所需的弹性计算和存储能力
ENT-002,企业AC,治理与伦理,0.8,I10,AI风险评估体系,3,3,3,优化期,0.8,建立AI模型风险的识别、评估和缓解机制
ENT-018,企业AS,技术能力,1.34,I06,云基础设施升级,3,5,8,基础期,0.8,提供AI所需的弹性计算和存储能力
ENT-026,企业BA,技术能力,1.33,I06,云基础设施升级,3,5,8,基础期,0.8,提供AI所需的弹性计算和存储能力
ENT-004,企业AE,技术能力,1.34,I06,云基础设施升级,3,5,8,基础期,0.8,提供AI所需的弹性计算和存储能力
ENT-044,企业BS,技术能力,1.33,I06,云基础设施升级,3,5,8,基础期,0.8,提供AI所需的弹性计算和存储能力
ENT-009,企业AJ,数据基础,0.63,I03,数据质量治理项目,5,4,6,基础期,0.79,建立数据质量标准和清洗流程
ENT-036,企业BK,技术能力,1.3,I06,云基础设施升级,3,5,8,基础期,0.78,提供AI所需的弹性计算和存储能力
ENT-040,企业BO,技术能力,1.3,I06,云基础设施升级,3,5,8,基础期,0.78,提供AI所需的弹性计算和存储能力
ENT-045,企业BT,技术能力,1.3,I06,云基础设施升级,3,5,8,基础期,0.78,提供AI所需的弹性计算和存储能力
ENT-042,企业BQ,技术能力,1.3,I06,云基础设施升级,3,5,8,基础期,0.78,提供AI所需的弹性计算和存储能力
ENT-027,企业BB,技术能力,1.27,I06,云基础设施升级,3,5,8,基础期,0.76,提供AI所需的弹性计算和存储能力
ENT-038,企业BM,技术能力,1.27,I06,云基础设施升级,3,5,8,基础期,0.76,提供AI所需的弹性计算和存储能力
ENT-001,企业AB,技术能力,1.27,I06,云基础设施升级,3,5,8,基础期,0.76,提供AI所需的弹性计算和存储能力
ENT-016,企业AQ,技术能力,1.23,I06,云基础设施升级,3,5,8,基础期,0.74,提供AI所需的弹性计算和存储能力
ENT-035,企业BJ,技术能力,1.24,I06,云基础设施升级,3,5,8,基础期,0.74,提供AI所需的弹性计算和存储能力
ENT-031,企业BF,文化与创新,0.97,I11,数据驱动文化变革,3,4,8,建设期,0.73,推动决策从经验驱动转向数据驱动
ENT-031,企业BF,治理与伦理,0.73,I10,AI风险评估体系,3,3,3,优化期,0.73,建立AI模型风险的识别、评估和缓解机制
ENT-000,企业AA,技术能力,1.13,I06,云基础设施升级,3,5,8,基础期,0.68,提供AI所需的弹性计算和存储能力
ENT-003,企业AD,技术能力,1.13,I06,云基础设施升级,3,5,8,基础期,0.68,提供AI所需的弹性计算和存储能力
ENT-034,企业BI,技术能力,1.1,I06,云基础设施升级,3,5,8,基础期,0.66,提供AI所需的弹性计算和存储能力
ENT-041,企业BP,技术能力,1.1,I06,云基础设施升级,3,5,8,基础期,0.66,提供AI所需的弹性计算和存储能力
ENT-039,企业BN,技术能力,1.1,I06,云基础设施升级,3,5,8,基础期,0.66,提供AI所需的弹性计算和存储能力
ENT-014,企业AO,技术能力,1.07,I06,云基础设施升级,3,5,8,基础期,0.64,提供AI所需的弹性计算和存储能力
ENT-009,企业AJ,数据基础,0.63,I14,数据开放与共享机制,3,3,4,建设期,0.63,建立内部数据共享目录和API标准
ENT-023,企业AX,技术能力,1.04,I06,云基础设施升级,3,5,8,基础期,0.62,提供AI所需的弹性计算和存储能力
ENT-013,企业AN,文化与创新,0.43,I12,AI创新孵化器,4,3,5,优化期,0.57,设立内部创新基金和快速实验机制
ENT-002,企业AC,文化与创新,0.7,I11,数据驱动文化变革,3,4,8,建设期,0.52,推动决策从经验驱动转向数据驱动
ENT-031,企业BF,技术能力,0.86,I06,云基础设施升级,3,5,8,基础期,0.52,提供AI所需的弹性计算和存储能力
ENT-009,企业AJ,数据基础,0.63,I04,搭建数据中台,4,5,9,建设期,0.5,统一数据资产管理，打破数据孤岛
ENT-009,企业AJ,文化与创新,0.33,I12,AI创新孵化器,4,3,5,优化期,0.44,设立内部创新基金和快速实验机制
ENT-013,企业AN,治理与伦理,0.23,I15,AI伦理审查委员会,3,2,3,优化期,0.34,组建跨部门伦理审查团队，定期审核AI应用
ENT-013,企业AN,文化与创新,0.43,I11,数据驱动文化变革,3,4,8,建设期,0.32,推动决策从经验驱动转向数据驱动
ENT-013,企业AN,治理与伦理,0.23,I09,建立AI治理框架,4,3,4,建设期,0.31,制定AI使用规范、审核流程和责任机制
ENT-009,企业AJ,文化与创新,0.33,I11,数据驱动文化变革,3,4,8,建设期,0.25,推动决策从经验驱动转向数据驱动
ENT-013,企业AN,治理与伦理,0.23,I10,AI风险评估体系,3,3,3,优化期,0.23,建立AI模型风险的识别、评估和缓解机制
ENT-013,企业AN,战略与愿景,0.0,I01,制定AI战略白皮书,4,2,3,基础期,0.0,明确AI愿景、目标和KPI，获得高管共识
ENT-013,企业AN,战略与愿景,0.0,I13,AI场景快速验证,4,2,2,基础期,0.0,选择3-5个高价值场景进行POC验证
ENT-013,企业AN,战略与愿景,0.0,I02,成立AI卓越中心(CoE),5,3,4,基础期,0.0,建立跨职能AI团队，统筹全公司AI推进
